Unnamed: 0,A1,A2,A3,A4,A5
0,0,0,1,1,1
1,1.0,1.0,0.0,1.0,0.0
2,0.0,0.0,1.0,0.0,1.0
3,0,0,0,1,0
4,1.0,0.0,1.0,1.0,1.0
5,0.0,0.0,0.0,1.0,1.0
6,0,1,0,1,0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,0.0,1.0,1.0
9,0,0,1,0,1
10,0.0,1.0,1.0,1.0,0.0
11,0.0,0.0,0.0,1.0,1.0
12,0,1,0,1,0
13,0.0,0.0,1.0,1.0,1.0
14,0.0,0.0,0.0,0.0,1.0
15,0,0,0,1,1
16,0.0,0.0,0.0,0.0,1.0
17,0.0,1.0,1.0,1.0,1.0
18,0,1,1,0,1
19,0.0,0.0,0.0,0.0,0.0
20,1.0,1.0,1.0,1.0,1.0
21,0,0,1,1,1
22,0.0,0.0,0.0,0.0,1.0
23,0.0,0.0,1.0,0.0,0.0
24,1,0,1,1,1
25,0.0,0.0,1.0,0.0,1.0
26,0.0,0.0,1.0,0.0,1.0
27,1,1,1,1,1
28,0.0,0.0,1.0,0.0,1.0
29,0.0,0.0,0.0,1.0,1.0
30,0,0,0,0,1
31,0.0,0.0,0.0,1.0,0.0
32,0.0,0.0,1.0,1.0,1.0
33,0,0,0,1,1
34,0.0,0.0,0.0,0.0,1.0
35,0.0,0.0,0.0,1.0,1.0
36,0,0,1,0,1
37,0.0,0.0,0.0,1.0,1.0
38,1.0,0.0,1.0,1.0,1.0
39,0,0,1,1,1
40,0.0,1.0,1.0,1.0,1.0
41,0.0,0.0,0.0,1.0,1.0
42,0,0,1,0,1
43,0.0,0.0,0.0,0.0,1.0
44,0.0,0.0,1.0,0.0,1.0
45,0,1,0,1,1
46,0.0,0.0,1.0,1.0,1.0
47,0.0,0.0,1.0,1.0,1.0
48,0,0,1,1,1
49,0.0,1.0,1.0,1.0,1.0
50,0.0,0.0,0.0,0.0,1.0
51,0,0,1,1,1
52,0.0,0.0,0.0,0.0,1.0
53,1.0,1.0,0.0,0.0,1.0
54,1,0,0,1,1
55,0.0,0.0,0.0,1.0,1.0
56,0.0,0.0,0.0,1.0,1.0
57,1,0,0,0,1
58,0.0,0.0,0.0,0.0,0.0
59,0.0,1.0,1.0,1.0,1.0
60,0,1,0,1,1
61,1.0,1.0,1.0,1.0,1.0
62,0.0,0.0,0.0,1.0,1.0
63,0,1,0,1,1
64,1.0,1.0,1.0,1.0,1.0
65,0.0,0.0,1.0,1.0,1.0
66,0,0,0,1,0
67,0.0,0.0,1.0,0.0,1.0
68,0.0,0.0,1.0,0.0,1.0
69,1,1,1,1,1
70,1.0,1.0,1.0,0.0,1.0
71,0.0,1.0,1.0,0.0,1.0
72,1,0,0,0,1
73,0.0,0.0,0.0,0.0,1.0
